park,year,PTP,species,sex,number,survey_class,ecoregion,latitude,longitude,plot,transect,point,water,wetland,shrub,dshrub,dec,mixed,spruce,baresnow,elev_m,jdate,radius,sound,obsnum
KATM,2005,170390303,YRWA,M,1,FIVE,AP,58.41580507,-155.9944838,17039,3,3,0.0,0.015822785,0.113924051,0.018987342,0.018987342,0.303797468,0.528481013,0.0,95.92733333,145,50.0,0.0,2
LACL,2004,220750106,WCSP,M,1,FIVE,LH,60.54415494,-153.782208,22075,1,6,0.0,0.0,0.193548387,0.729032258,0.0,0.0,0.0,0.077419355,850.0533333,141,150.0,0.0,2
LACL,2006,206450210,AMRO,M,1,FIVE,AR,60.10163194,-152.9003161,20645,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,221.5134,155,150.0,0.0,1
LACL,2006,206450210,FOSP,M,1,FIVE,AR,60.10163194,-152.9003161,20645,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,221.5134,155,150.0,0.0,1
LACL,2006,206450210,GCSP,M,1,FIVE,AR,60.10163194,-152.9003161,20645,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,221.5134,155,150.0,0.0,1
LACL,2006,206450210,HETH,M,1,FIVE,AR,60.10163194,-152.9003161,20645,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,221.5134,155,150.0,0.0,1
LACL,2006,206450210,WIWA,M,1,FIVE,AR,60.10163194,-152.9003161,20645,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,221.5134,155,150.0,0.0,1
LACL,2004,232670104,AMRO,M,1,FIVE,LH,60.99156459,-154.4981132,23267,1,4,0.0,0.0,0.396825397,0.380952381,0.003174603,0.025396825,0.193650794,0.0,755.99544,146,150.0,0.02,2
KATM,2005,172840106,DEJU,M,1,FIVE,AP,58.62159848,-155.0419433,17284,1,6,0.123809524,0.0,0.171428571,0.0,0.695238095,0.0,0.00952381,0.0,127.72644,139,50.0,0.9,2
LACL,2004,232670104,GCSP,M,1,FIVE,LH,60.99156459,-154.4981132,23267,1,4,0.0,0.0,0.396825397,0.380952381,0.003174603,0.025396825,0.193650794,0.0,755.99544,146,150.0,0.02,2
LACL,2004,232670104,GCSP,M,1,FIVE,LH,60.99156459,-154.4981132,23267,1,4,0.0,0.0,0.396825397,0.380952381,0.003174603,0.025396825,0.193650794,0.0,755.99544,146,150.0,0.02,2
LACL,2004,232670104,SAVS,M,1,FIVE,LH,60.99156459,-154.4981132,23267,1,4,0.0,0.0,0.396825397,0.380952381,0.003174603,0.025396825,0.193650794,0.0,755.99544,146,150.0,0.02,2
LACL,2004,232670104,SAVS,M,1,FIVE,LH,60.99156459,-154.4981132,23267,1,4,0.0,0.0,0.396825397,0.380952381,0.003174603,0.025396825,0.193650794,0.0,755.99544,146,150.0,0.02,2
KATM,2005,172840106,WIWA,M,1,FIVE,AP,58.62159848,-155.0419433,17284,1,6,0.123809524,0.0,0.171428571,0.0,0.695238095,0.0,0.00952381,0.0,127.72644,139,50.0,0.9,2
KATM,2005,172840106,YRWA,M,1,FIVE,AP,58.62159848,-155.0419433,17284,1,6,0.123809524,0.0,0.171428571,0.0,0.695238095,0.0,0.00952381,0.0,127.72644,139,50.0,0.9,2
KATM,2005,172840106,YRWA,M,1,FIVE,AP,58.62159848,-155.0419433,17284,1,6,0.123809524,0.0,0.171428571,0.0,0.695238095,0.0,0.00952381,0.0,127.72644,139,50.0,0.9,2
LACL,2004,208750411,DEJU,M,1,FIVE,LH,60.01747881,-154.5623999,20875,4,11,0.0,0.009493671,0.544303797,0.0,0.0,0.085443038,0.360759494,0.0,335.4106286,139,150.0,0.0,1
LACL,2004,208750411,WCSP,M,1,FIVE,LH,60.01747881,-154.5623999,20875,4,11,0.0,0.009493671,0.544303797,0.0,0.0,0.085443038,0.360759494,0.0,335.4106286,139,150.0,0.0,1
LACL,2004,208750411,YRWA,M,1,FIVE,LH,60.01747881,-154.5623999,20875,4,11,0.0,0.009493671,0.544303797,0.0,0.0,0.085443038,0.360759494,0.0,335.4106286,139,150.0,0.0,1
KATM,2006,158520403,FOSP,M,1,FIVE,AP,58.1540918,-154.486495,15852,4,3,0.0,0.0,0.916129032,0.083870968,0.0,0.0,0.0,0.0,315.58992,152,150.0,0.0,1
KATM,2006,158520403,FOSP,M,1,FIVE,AP,58.1540918,-154.486495,15852,4,3,0.0,0.0,0.916129032,0.083870968,0.0,0.0,0.0,0.0,315.58992,152,150.0,0.0,1
KATM,2006,158520403,FOSP,M,1,FIVE,AP,58.1540918,-154.486495,15852,4,3,0.0,0.0,0.916129032,0.083870968,0.0,0.0,0.0,0.0,315.58992,152,150.0,0.0,1
KATM,2006,158520403,FOSP,M,1,FIVE,AP,58.1540918,-154.486495,15852,4,3,0.0,0.0,0.916129032,0.083870968,0.0,0.0,0.0,0.0,315.58992,152,150.0,0.0,1
KATM,2006,158520403,HETH,M,1,FIVE,AP,58.1540918,-154.486495,15852,4,3,0.0,0.0,0.916129032,0.083870968,0.0,0.0,0.0,0.0,315.58992,152,150.0,0.0,1
KATM,2006,158520403,ROPT,M,1,FIVE,AP,58.1540918,-154.486495,15852,4,3,0.0,0.0,0.916129032,0.083870968,0.0,0.0,0.0,0.0,315.58992,152,150.0,0.0,1
KATM,2006,158520403,WIWA,M,1,FIVE,AP,58.1540918,-154.486495,15852,4,3,0.0,0.0,0.916129032,0.083870968,0.0,0.0,0.0,0.0,315.58992,152,150.0,0.0,1
KATM,2006,158520403,WIWA,M,1,FIVE,AP,58.1540918,-154.486495,15852,4,3,0.0,0.0,0.916129032,0.083870968,0.0,0.0,0.0,0.0,315.58992,152,150.0,0.0,1
LACL,2004,206380203,ATSP,M,1,FIVE,AR,59.97301533,-154.0645081,20638,2,3,0.0,0.0,0.867088608,0.0,0.0,0.018987342,0.113924051,0.0,455.7485714,140,150.0,0.0,1
LACL,2004,206380203,ATSP,M,1,FIVE,AR,59.97301533,-154.0645081,20638,2,3,0.0,0.0,0.867088608,0.0,0.0,0.018987342,0.113924051,0.0,455.7485714,140,150.0,0.0,1
LACL,2004,206380203,DEJU,M,1,FIVE,AR,59.97301533,-154.0645081,20638,2,3,0.0,0.0,0.867088608,0.0,0.0,0.018987342,0.113924051,0.0,455.7485714,140,150.0,0.0,1
LACL,2004,215950107,AMRO,M,1,FIVE,LH,60.37451394,-154.1492102,21595,1,7,0.0,0.0,0.449367089,0.0,0.098101266,0.294303797,0.158227848,0.0,521.2757333,138,50.0,0.0,2
KATM,2005,170390408,DEJU,M,1,FIVE,AP,58.39899123,-155.981741,17039,4,8,0.0,0.0,0.306709265,0.0,0.370607029,0.150159744,0.172523962,0.0,146.3802,145,150.0,0.7,2
KATM,2005,170390408,GCSP,M,1,FIVE,AP,58.39899123,-155.981741,17039,4,8,0.0,0.0,0.306709265,0.0,0.370607029,0.150159744,0.172523962,0.0,146.3802,145,150.0,0.7,2
KATM,2005,170390408,HETH,M,1,FIVE,AP,58.39899123,-155.981741,17039,4,8,0.0,0.0,0.306709265,0.0,0.370607029,0.150159744,0.172523962,0.0,146.3802,145,150.0,0.7,2
KATM,2005,170390408,OCWA,M,1,FIVE,AP,58.39899123,-155.981741,17039,4,8,0.0,0.0,0.306709265,0.0,0.370607029,0.150159744,0.172523962,0.0,146.3802,145,150.0,0.7,2
KATM,2005,170390408,WIWA,M,1,FIVE,AP,58.39899123,-155.981741,17039,4,8,0.0,0.0,0.306709265,0.0,0.370607029,0.150159744,0.172523962,0.0,146.3802,145,150.0,0.7,2
KATM,2005,170390408,WIWA,M,1,FIVE,AP,58.39899123,-155.981741,17039,4,8,0.0,0.0,0.306709265,0.0,0.370607029,0.150159744,0.172523962,0.0,146.3802,145,150.0,0.7,2
LACL,2006,206450104,FOSP,M,1,FIVE,AR,60.07390981,-152.8906117,20645,1,4,0.0,0.0,0.724358974,0.0,0.0,0.0,0.173076923,0.102564103,160.5578824,154,150.0,1.0,1
LACL,2006,206450104,GCSP,M,1,FIVE,AR,60.07390981,-152.8906117,20645,1,4,0.0,0.0,0.724358974,0.0,0.0,0.0,0.173076923,0.102564103,160.5578824,154,150.0,1.0,1
LACL,2006,206450104,HETH,M,1,FIVE,AR,60.07390981,-152.8906117,20645,1,4,0.0,0.0,0.724358974,0.0,0.0,0.0,0.173076923,0.102564103,160.5578824,154,150.0,1.0,1
LACL,2006,206450104,WIWA,M,1,FIVE,AR,60.07390981,-152.8906117,20645,1,4,0.0,0.0,0.724358974,0.0,0.0,0.0,0.173076923,0.102564103,160.5578824,154,150.0,1.0,1
LACL,2006,206450104,WIWA,M,1,FIVE,AR,60.07390981,-152.8906117,20645,1,4,0.0,0.0,0.724358974,0.0,0.0,0.0,0.173076923,0.102564103,160.5578824,154,150.0,1.0,1
LACL,2006,206450104,YRWA,M,1,FIVE,AR,60.07390981,-152.8906117,20645,1,4,0.0,0.0,0.724358974,0.0,0.0,0.0,0.173076923,0.102564103,160.5578824,154,150.0,1.0,1
LACL,2006,206450104,YRWA,M,1,FIVE,AR,60.07390981,-152.8906117,20645,1,4,0.0,0.0,0.724358974,0.0,0.0,0.0,0.173076923,0.102564103,160.5578824,154,150.0,1.0,1
LACL,2004,223120202,ATSP,M,1,FIVE,LH,60.64533541,-154.1484161,22312,2,2,0.0,0.0,0.329113924,0.664556962,0.0,0.006329114,0.0,0.0,783.19884,142,150.0,0.0,2
LACL,2004,223120202,GCSP,M,1,FIVE,LH,60.64533541,-154.1484161,22312,2,2,0.0,0.0,0.329113924,0.664556962,0.0,0.006329114,0.0,0.0,783.19884,142,150.0,0.0,2
LACL,2004,230310108,AMRO,M,1,FIVE,LH,60.90483796,-153.8711107,23031,1,8,0.031948882,0.0,0.715654952,0.217252396,0.0,0.028753994,0.0,0.006389776,858.4038857,144,150.0,0.0,1
LACL,2004,230310108,AMRO,M,1,FIVE,LH,60.90483796,-153.8711107,23031,1,8,0.031948882,0.0,0.715654952,0.217252396,0.0,0.028753994,0.0,0.006389776,858.4038857,144,150.0,0.0,1
LACL,2004,230310108,SAVS,M,1,FIVE,LH,60.90483796,-153.8711107,23031,1,8,0.031948882,0.0,0.715654952,0.217252396,0.0,0.028753994,0.0,0.006389776,858.4038857,144,150.0,0.0,1
KATM,2005,168030202,ATSP,M,1,FIVE,AP,58.36451411,-155.4438261,16803,2,2,0.0,0.0,0.705696203,0.0,0.21835443,0.0,0.075949367,0.0,358.3577143,133,150.0,0.0,1
KATM,2005,168030202,ATSP,M,1,FIVE,AP,58.36451411,-155.4438261,16803,2,2,0.0,0.0,0.705696203,0.0,0.21835443,0.0,0.075949367,0.0,358.3577143,133,150.0,0.0,1
KATM,2005,168030202,GCSP,M,1,FIVE,AP,58.36451411,-155.4438261,16803,2,2,0.0,0.0,0.705696203,0.0,0.21835443,0.0,0.075949367,0.0,358.3577143,133,150.0,0.0,1
KATM,2005,168030202,GCSP,M,1,FIVE,AP,58.36451411,-155.4438261,16803,2,2,0.0,0.0,0.705696203,0.0,0.21835443,0.0,0.075949367,0.0,358.3577143,133,150.0,0.0,1
KATM,2005,168030202,OCWA,M,1,FIVE,AP,58.36451411,-155.4438261,16803,2,2,0.0,0.0,0.705696203,0.0,0.21835443,0.0,0.075949367,0.0,358.3577143,133,150.0,0.0,1
KATM,2005,168030202,WCSP,M,1,FIVE,AP,58.36451411,-155.4438261,16803,2,2,0.0,0.0,0.705696203,0.0,0.21835443,0.0,0.075949367,0.0,358.3577143,133,150.0,0.0,1
KATM,2005,168030202,WCSP,M,1,FIVE,AP,58.36451411,-155.4438261,16803,2,2,0.0,0.0,0.705696203,0.0,0.21835443,0.0,0.075949367,0.0,358.3577143,133,150.0,0.0,1
KATM,2005,177590204,WCSP,M,1,FIVE,AP,58.70100377,-155.5288135,17759,2,4,0.089456869,0.047923323,0.156549521,0.191693291,0.031948882,0.038338658,0.437699681,0.0,125.8503158,135,50.0,0.0,1
KATM,2005,177590204,YRWA,M,1,FIVE,AP,58.70100377,-155.5288135,17759,2,4,0.089456869,0.047923323,0.156549521,0.191693291,0.031948882,0.038338658,0.437699681,0.0,125.8503158,135,50.0,0.0,1
KATM,2005,177590204,YRWA,M,1,FIVE,AP,58.70100377,-155.5288135,17759,2,4,0.089456869,0.047923323,0.156549521,0.191693291,0.031948882,0.038338658,0.437699681,0.0,125.8503158,135,50.0,0.0,1
LACL,2004,218350202,DEJU,M,1,FIVE,LH,60.50786667,-153.9208042,21835,2,2,0.0,0.0,0.018987342,0.0,0.0,0.0,0.981012658,0.0,451.612,140,50.0,0.0,2
KATM,2005,168090110,FOSP,M,1,FIVE,AP,58.53782455,-154.4366887,16809,1,10,0.0,0.0,0.642172524,0.325878594,0.0,0.0,0.0,0.031948882,434.3720842,141,50.0,0.3,2
KATM,2005,168090110,GCSP,M,1,FIVE,AP,58.53782455,-154.4366887,16809,1,10,0.0,0.0,0.642172524,0.325878594,0.0,0.0,0.0,0.031948882,434.3720842,141,50.0,0.3,2
KATM,2005,168090110,GCSP,M,1,FIVE,AP,58.53782455,-154.4366887,16809,1,10,0.0,0.0,0.642172524,0.325878594,0.0,0.0,0.0,0.031948882,434.3720842,141,50.0,0.3,2
KATM,2005,168090110,HETH,M,1,FIVE,AP,58.53782455,-154.4366887,16809,1,10,0.0,0.0,0.642172524,0.325878594,0.0,0.0,0.0,0.031948882,434.3720842,141,50.0,0.3,2
KATM,2005,168090110,WIPT,M,1,FIVE,AP,58.53782455,-154.4366887,16809,1,10,0.0,0.0,0.642172524,0.325878594,0.0,0.0,0.0,0.031948882,434.3720842,141,50.0,0.3,2
LACL,2004,218350202,YRWA,M,1,FIVE,LH,60.50786667,-153.9208042,21835,2,2,0.0,0.0,0.018987342,0.0,0.0,0.0,0.981012658,0.0,451.612,140,50.0,0.0,2
KATM,2005,168000205,FOSP,M,1,FIVE,BBL,58.34993362,-156.0089762,16800,2,5,0.0,0.0,0.790322581,0.209677419,0.0,0.0,0.0,0.0,364.8135158,132,150.0,0.35,2
KATM,2005,168070207,GCSP,M,1,FIVE,AP,58.45039845,-154.7344441,16807,2,7,0.0,0.0,0.614886731,0.0,0.385113269,0.0,0.0,0.0,235.2574737,143,150.0,1.0,2
KATM,2005,168070207,HETH,M,1,FIVE,AP,58.45039845,-154.7344441,16807,2,7,0.0,0.0,0.614886731,0.0,0.385113269,0.0,0.0,0.0,235.2574737,143,150.0,1.0,2
KATM,2005,168070207,OCWA,M,1,FIVE,AP,58.45039845,-154.7344441,16807,2,7,0.0,0.0,0.614886731,0.0,0.385113269,0.0,0.0,0.0,235.2574737,143,150.0,1.0,2
KATM,2005,168070207,OCWA,M,1,FIVE,AP,58.45039845,-154.7344441,16807,2,7,0.0,0.0,0.614886731,0.0,0.385113269,0.0,0.0,0.0,235.2574737,143,150.0,1.0,2
KATM,2005,168070207,WIWA,M,1,FIVE,AP,58.45039845,-154.7344441,16807,2,7,0.0,0.0,0.614886731,0.0,0.385113269,0.0,0.0,0.0,235.2574737,143,150.0,1.0,2
KATM,2005,168070207,WIWA,M,1,FIVE,AP,58.45039845,-154.7344441,16807,2,7,0.0,0.0,0.614886731,0.0,0.385113269,0.0,0.0,0.0,235.2574737,143,150.0,1.0,2
KATM,2005,168070207,WIWA,M,1,FIVE,AP,58.45039845,-154.7344441,16807,2,7,0.0,0.0,0.614886731,0.0,0.385113269,0.0,0.0,0.0,235.2574737,143,150.0,1.0,2
KATM,2005,172770106,ATSP,M,1,FIVE,AP,58.48675797,-156.1834034,17277,1,6,0.0,0.0,0.75399361,0.24600639,0.0,0.0,0.0,0.0,259.58292,131,50.0,0.0,2
LACL,2004,211150402,DEJU,M,1,FIVE,LH,60.17747509,-154.3489674,21115,4,2,0.0,0.0,0.03514377,0.0,0.134185304,0.277955272,0.552715655,0.0,152.4,137,50.0,0.0,2
KATM,2005,172770106,GCSP,M,1,FIVE,AP,58.48675797,-156.1834034,17277,1,6,0.0,0.0,0.75399361,0.24600639,0.0,0.0,0.0,0.0,259.58292,131,50.0,0.0,2
KATM,2005,172770106,WCSP,M,1,FIVE,AP,58.48675797,-156.1834034,17277,1,6,0.0,0.0,0.75399361,0.24600639,0.0,0.0,0.0,0.0,259.58292,131,50.0,0.0,2
LACL,2004,211150402,YRWA,M,1,FIVE,LH,60.17747509,-154.3489674,21115,4,2,0.0,0.0,0.03514377,0.0,0.134185304,0.277955272,0.552715655,0.0,152.4,137,50.0,0.0,2
KATM,2005,172770123,ATSP,M,1,FIVE,AP,58.50662895,-156.1407482,17277,1,23,0.0,0.0,0.588607595,0.411392405,0.0,0.0,0.0,0.0,124.7113263,132,50.0,0.0,2
KATM,2005,172770123,ATSP,M,1,FIVE,AP,58.50662895,-156.1407482,17277,1,23,0.0,0.0,0.588607595,0.411392405,0.0,0.0,0.0,0.0,124.7113263,132,50.0,0.0,2
KATM,2005,187170109,ATSP,M,1,FIVE,AP,59.11172491,-155.362947,18717,1,9,0.0,0.0,0.133757962,0.866242038,0.0,0.0,0.0,0.0,312.5162526,135,50.0,0.0,2
KATM,2005,187170109,FOSP,M,1,FIVE,AP,59.11172491,-155.362947,18717,1,9,0.0,0.0,0.133757962,0.866242038,0.0,0.0,0.0,0.0,312.5162526,135,50.0,0.0,2
KATM,2005,187170109,SAVS,M,1,FIVE,AP,59.11172491,-155.362947,18717,1,9,0.0,0.0,0.133757962,0.866242038,0.0,0.0,0.0,0.0,312.5162526,135,50.0,0.0,2
KATM,2005,168000108,AMPI,M,1,FIVE,AP,58.30881536,-155.9299905,16800,1,8,0.0,0.0,0.082018927,0.917981073,0.0,0.0,0.0,0.0,531.4188,131,150.0,0.0,2
KATM,2005,168000108,AMPI,M,1,FIVE,AP,58.30881536,-155.9299905,16800,1,8,0.0,0.0,0.082018927,0.917981073,0.0,0.0,0.0,0.0,531.4188,131,150.0,0.0,2
KATM,2005,168000108,AMPI,M,1,FIVE,AP,58.30881536,-155.9299905,16800,1,8,0.0,0.0,0.082018927,0.917981073,0.0,0.0,0.0,0.0,531.4188,131,150.0,0.0,2
KATM,2005,165620102,AMRO,M,1,FIVE,AP,58.25389554,-155.7793359,16562,1,2,0.037974684,0.0,0.794303797,0.142405063,0.0,0.0,0.025316456,0.0,322.6709053,131,150.0,0.5,1
KATM,2005,165620102,GCSP,M,1,FIVE,AP,58.25389554,-155.7793359,16562,1,2,0.037974684,0.0,0.794303797,0.142405063,0.0,0.0,0.025316456,0.0,322.6709053,131,150.0,0.5,1
KATM,2005,165620102,GCSP,M,1,FIVE,AP,58.25389554,-155.7793359,16562,1,2,0.037974684,0.0,0.794303797,0.142405063,0.0,0.0,0.025316456,0.0,322.6709053,131,150.0,0.5,1
KATM,2005,165620102,HETH,M,1,FIVE,AP,58.25389554,-155.7793359,16562,1,2,0.037974684,0.0,0.794303797,0.142405063,0.0,0.0,0.025316456,0.0,322.6709053,131,150.0,0.5,1
KATM,2005,165620102,WIWA,M,1,FIVE,AP,58.25389554,-155.7793359,16562,1,2,0.037974684,0.0,0.794303797,0.142405063,0.0,0.0,0.025316456,0.0,322.6709053,131,150.0,0.5,1
LACL,2004,213570210,YRWA,M,1,FIVE,AR,60.27140144,-153.8889744,21357,2,10,0.0,0.0,0.105769231,0.016025641,0.477564103,0.198717949,0.201923077,0.0,206.3496,143,50.0,0.0,1
KATM,2005,170470308,GCSP,M,1,FIVE,AP,58.57344529,-154.6066462,17047,3,8,0.0,0.0,0.93968254,0.0,0.06031746,0.0,0.0,0.0,273.7866,141,150.0,0.65,1
KATM,2005,170470308,HETH,M,1,FIVE,AP,58.57344529,-154.6066462,17047,3,8,0.0,0.0,0.93968254,0.0,0.06031746,0.0,0.0,0.0,273.7866,141,150.0,0.65,1
KATM,2005,170470308,WIWA,M,1,FIVE,AP,58.57344529,-154.6066462,17047,3,8,0.0,0.0,0.93968254,0.0,0.06031746,0.0,0.0,0.0,273.7866,141,150.0,0.65,1
LACL,2004,218410109,GCSP,M,1,FIVE,AR,60.55452009,-152.8957341,21841,1,9,0.035369775,0.0,0.92926045,0.0,0.0,0.0,0.022508039,0.012861736,457.8531429,149,150.0,0.0,2
LACL,2004,218360204,HETH,M,1,FIVE,LH,60.49228907,-153.7962931,21836,2,4,0.0,0.0,0.977707006,0.0,0.0,0.022292994,0.0,0.0,508.7692571,139,50.0,0.75,2
LACL,2004,232670210,FOSP,M,1,FIVE,AR,60.93959369,-154.498732,23267,2,10,0.015822785,0.06329114,0.272151899,0.0,0.0,0.0,0.648734177,0.0,303.0032842,147,150.0,0.0,2
LACL,2004,232670210,WCSP,M,1,FIVE,AR,60.93959369,-154.498732,23267,2,10,0.015822785,0.06329114,0.272151899,0.0,0.0,0.0,0.648734177,0.0,303.0032842,147,150.0,0.0,2
KATM,2005,175250125,GCSP,M,1,FIVE,AP,58.74828097,-154.7599403,17525,1,25,0.0,0.0,0.003164557,0.955696203,0.0,0.0,0.0,0.041139241,717.4556571,140,50.0,0.0,2
KATM,2005,175160112,ATSP,M,1,FIVE,AP,58.55224896,-156.2073283,17516,1,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,286.3836632,133,50.0,0.3,2
KATM,2005,175160112,ATSP,M,1,FIVE,AP,58.55224896,-156.2073283,17516,1,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,286.3836632,133,50.0,0.3,2
KATM,2005,175160112,OCWA,M,1,FIVE,AP,58.55224896,-156.2073283,17516,1,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,286.3836632,133,50.0,0.3,2
KATM,2005,175160112,WCSP,M,1,FIVE,AP,58.55224896,-156.2073283,17516,1,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,286.3836632,133,50.0,0.3,2
KATM,2005,175160112,WIWA,M,1,FIVE,AP,58.55224896,-156.2073283,17516,1,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,286.3836632,133,50.0,0.3,2
KATM,2005,175160112,WIWA,M,1,FIVE,AP,58.55224896,-156.2073283,17516,1,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,286.3836632,133,50.0,0.3,2
KATM,2005,189560101,AMRO,M,1,FIVE,AP,59.22161937,-155.5232496,18956,1,1,0.0,0.0,0.473015873,0.415873016,0.0,0.00952381,0.101587302,0.0,273.1328842,135,150.0,0.05,2
KATM,2005,189560101,AMRO,M,1,FIVE,AP,59.22161937,-155.5232496,18956,1,1,0.0,0.0,0.473015873,0.415873016,0.0,0.00952381,0.101587302,0.0,273.1328842,135,150.0,0.05,2
KATM,2005,189560101,DEJU,M,1,FIVE,AP,59.22161937,-155.5232496,18956,1,1,0.0,0.0,0.473015873,0.415873016,0.0,0.00952381,0.101587302,0.0,273.1328842,135,150.0,0.05,2
LACL,2004,213640203,FOSP,M,1,FIVE,AR,60.39765897,-152.6417136,21364,2,3,0.029032258,0.0,0.970967742,0.0,0.0,0.0,0.0,0.0,471.32748,149,150.0,0.2,2
KATM,2005,168030310,AMRO,M,1,FIVE,AP,58.38428359,-155.5056189,16803,3,10,0.0,0.0,0.387096774,0.493548387,0.032258065,0.022580645,0.064516129,0.0,199.01916,134,150.0,0.0,1
KATM,2005,168030310,ATSP,M,1,FIVE,AP,58.38428359,-155.5056189,16803,3,10,0.0,0.0,0.387096774,0.493548387,0.032258065,0.022580645,0.064516129,0.0,199.01916,134,150.0,0.0,1
KATM,2005,168030310,DEJU,M,1,FIVE,AP,58.38428359,-155.5056189,16803,3,10,0.0,0.0,0.387096774,0.493548387,0.032258065,0.022580645,0.064516129,0.0,199.01916,134,150.0,0.0,1
KATM,2005,168030310,DEJU,M,1,FIVE,AP,58.38428359,-155.5056189,16803,3,10,0.0,0.0,0.387096774,0.493548387,0.032258065,0.022580645,0.064516129,0.0,199.01916,134,150.0,0.0,1
KATM,2005,168030310,GCSP,M,1,FIVE,AP,58.38428359,-155.5056189,16803,3,10,0.0,0.0,0.387096774,0.493548387,0.032258065,0.022580645,0.064516129,0.0,199.01916,134,150.0,0.0,1
KATM,2005,168030310,WCSP,M,1,FIVE,AP,58.38428359,-155.5056189,16803,3,10,0.0,0.0,0.387096774,0.493548387,0.032258065,0.022580645,0.064516129,0.0,199.01916,134,150.0,0.0,1
LACL,2006,206450211,GCSP,M,1,FIVE,AR,60.09807056,-152.9059547,20645,2,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,187.9092,155,150.0,0.0,1
LACL,2006,206450211,WIWA,M,1,FIVE,AR,60.09807056,-152.9059547,20645,2,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,187.9092,155,150.0,0.0,1
KATM,2006,172900210,ROPT,M,1,FIVE,AP,58.72643765,-154.0095521,17290,2,10,0.0,0.0,0.0,0.436305732,0.0,0.0,0.0,0.563694268,695.3504,153,150.0,0.0,1
KATM,2005,184760108,AMRO,M,1,FIVE,AP,58.98017328,-155.7186111,18476,1,8,0.056603774,0.025157233,0.358490566,0.273584906,0.018867925,0.01572327,0.251572327,0.0,151.8774857,134,50.0,0.0,2
KATM,2005,184760108,ATSP,M,1,FIVE,AP,58.98017328,-155.7186111,18476,1,8,0.056603774,0.025157233,0.358490566,0.273584906,0.018867925,0.01572327,0.251572327,0.0,151.8774857,134,50.0,0.0,2
KATM,2005,184760108,ATSP,M,1,FIVE,AP,58.98017328,-155.7186111,18476,1,8,0.056603774,0.025157233,0.358490566,0.273584906,0.018867925,0.01572327,0.251572327,0.0,151.8774857,134,50.0,0.0,2
KATM,2005,184760108,WCSP,M,1,FIVE,AP,58.98017328,-155.7186111,18476,1,8,0.056603774,0.025157233,0.358490566,0.273584906,0.018867925,0.01572327,0.251572327,0.0,151.8774857,134,50.0,0.0,2
KATM,2005,184760108,YRWA,M,1,FIVE,AP,58.98017328,-155.7186111,18476,1,8,0.056603774,0.025157233,0.358490566,0.273584906,0.018867925,0.01572327,0.251572327,0.0,151.8774857,134,50.0,0.0,2
KATM,2005,172880205,HETH,M,1,FIVE,AP,58.71307254,-154.3703557,17288,2,5,0.0,0.0,0.971153846,0.0,0.028846154,0.0,0.0,0.0,216.9373895,144,150.0,0.9,2
KATM,2005,172880205,HETH,M,1,FIVE,AP,58.71307254,-154.3703557,17288,2,5,0.0,0.0,0.971153846,0.0,0.028846154,0.0,0.0,0.0,216.9373895,144,150.0,0.9,2
KATM,2005,172880205,WIWA,M,1,FIVE,AP,58.71307254,-154.3703557,17288,2,5,0.0,0.0,0.971153846,0.0,0.028846154,0.0,0.0,0.0,216.9373895,144,150.0,0.9,2
KATM,2005,172880205,WIWA,M,1,FIVE,AP,58.71307254,-154.3703557,17288,2,5,0.0,0.0,0.971153846,0.0,0.028846154,0.0,0.0,0.0,216.9373895,144,150.0,0.9,2
LACL,2006,204060208,GCSP,M,1,FIVE,AR,60.00773585,-152.8620233,20406,2,8,0.0,0.0,0.620578778,0.0,0.0,0.0,0.131832797,0.247588424,395.2935158,155,150.0,0.0,1
LACL,2006,204060208,ROPT,M,1,FIVE,AR,60.00773585,-152.8620233,20406,2,8,0.0,0.0,0.620578778,0.0,0.0,0.0,0.131832797,0.247588424,395.2935158,155,150.0,0.0,1
LACL,2004,223120307,ATSP,M,1,FIVE,LH,60.64502645,-154.2639347,22312,3,7,0.080128205,0.0,0.439102564,0.317307692,0.0,0.0,0.163461538,0.0,610.10292,143,150.0,0.0,2
LACL,2004,223120307,ATSP,M,1,FIVE,LH,60.64502645,-154.2639347,22312,3,7,0.080128205,0.0,0.439102564,0.317307692,0.0,0.0,0.163461538,0.0,610.10292,143,150.0,0.0,2
LACL,2004,213640404,FOSP,M,1,FIVE,AR,60.38717841,-152.5967949,21364,4,4,0.0,0.0,0.785488959,0.044164038,0.0,0.0,0.14511041,0.025236593,570.6978947,150,150.0,0.1,2
